Angle,Torque
0,0
0,0
0,0
0,0
0,0
0,0
-0.54,0
-1.08,0
-1.62,0
-2.16,0
-3.24,0
-3.78,0
-5.4,0
-7.02,0
-8.64,0
-10.26,-0.00825
-12.42,-0.0143
-14.58,-0.0156
-16.74,-0.01595
-18.9,-0.018
-21.06,-0.01875
-23.22,-0.0209
-25.38,-0.0221
-27.54,-0.0228
-29.7,-0.0233
-31.86,-0.02375
-34.02,-0.02505
-36.18,-0.0252
-38.34,-0.02355
-40.5,-0.02325
-42.66,-0.02155
-45.36,-0.02215
-47.52,-0.0241
-49.68,-0.0241
-51.84,-0.02515
-54,-0.02595
-56.16,-0.02825
-58.32,-0.02875
-60.48,-0.02965
-62.64,-0.02925
-64.8,-0.02825
-67.5,-0.02925
-69.66,-0.0296
-71.82,-0.0315
-73.98,-0.03235
-76.14,-0.03245
-78.3,-0.0302
-80.46,-0.0303
-82.62,-0.0302
-84.78,-0.028
-87.48,-0.0281
-89.64,-0.0286
-91.8,-0.02825
-93.96,-0.02835
-96.12,-0.02745
-98.82,-0.02765
-100.98,-0.027
-103.14,-0.0265
-105.84,-0.02515
-108,-0.02345
-110.7,-0.01705
-112.86,-0.0152
-115.56,-0.01415
-117.72,-0.0154
-120.42,-0.01655
-122.58,-0.01625
-125.28,-0.01835
-127.44,-0.0205
-129.6,-0.02045
-131.76,-0.0214
-134.46,-0.0217
-136.62,-0.01935
-139.32,-0.0191
-141.48,-0.01815
-143.64,-0.01805
-145.8,-0.01795
-147.96,-0.019
-150.66,-0.02115
-152.82,-0.0241
-154.98,-0.02415
-157.68,-0.022
-159.84,-0.02005
-162,-0.01885
-164.16,-0.01915
-166.32,-0.0206
-169.02,-0.02095
-171.18,-0.0216
-173.34,-0.0221
-175.5,-0.02275
-178.2,-0.0245
-180.36,-0.02505
-182.52,-0.02465
-184.68,-0.02435
-186.84,-0.0235
-189.54,-0.02145
-191.7,-0.0214
-193.86,-0.0218
-196.56,-0.0232
-198.72,-0.0232
-200.88,-0.02195
-203.04,-0.022
-205.74,-0.02255
-207.9,-0.0225
-210.06,-0.0227
-212.22,-0.0228
-214.38,-0.02135
-217.08,-0.02135
-219.24,-0.0218
-221.4,-0.02195
-224.1,-0.02295
-226.26,-0.0229
-228.42,-0.02255
-231.12,-0.0229
-232.74,-0.02195
-235.44,-0.02265
-237.6,-0.0229
-239.76,-0.02435
-241.92,-0.027
-244.62,-0.0273
-246.78,-0.02675
-248.94,-0.02555
-251.1,-0.02725
-253.26,-0.0269
-255.42,-0.0265
-258.12,-0.0267
-260.28,-0.0224
-262.44,-0.02385
-265.14,-0.02375
-267.3,-0.02285
-269.46,-0.0261
-271.62,-0.02865
