Angle,Torque
0,0
0,0
0,0
0,0
0,0
0,0
-0.54,0
-1.08,0
-1.62,0
-2.16,0
-3.24,0
-4.32,0
-5.94,0
-8.1,0
-9.72,0
-11.88,0
-14.04,-0.00065
-16.2,-0.00285
-18.9,-0.00445
-21.06,-0.0064
-23.22,-0.0081
-25.38,-0.01075
-27,-0.0146
-29.16,-0.01645
-31.32,-0.01745
-33.48,-0.0174
-35.64,-0.0166
-38.34,-0.01785
-39.96,-0.01775
-42.12,-0.02175
-44.28,-0.02615
-46.44,-0.02835
-48.06,-0.0311
-50.22,-0.0325
-52.38,-0.0313
-54.54,-0.02875
-56.7,-0.02805
-59.4,-0.0264
-61.02,-0.0245
-63.72,-0.02465
-65.88,-0.02375
-68.04,-0.02315
-70.2,-0.0263
-72.36,-0.02655
-74.52,-0.0278
-76.68,-0.0289
-78.84,-0.0277
-81.54,-0.0253
-83.7,-0.0237
-85.86,-0.0234
-88.02,-0.02625
-90.18,-0.027
-92.88,-0.02605
-94.5,-0.0269
-97.2,-0.0284
-99.36,-0.0284
-102.06,-0.02545
-104.22,-0.02225
-106.92,-0.0138
-109.08,-0.01405
-111.24,-0.01515
-113.94,-0.01355
-116.1,-0.01665
-118.8,-0.01685
-120.96,-0.0186
-123.12,-0.0216
-125.82,-0.02135
-127.98,-0.01875
-130.14,-0.01875
-132.84,-0.0182
-135,-0.01645
-137.16,-0.01645
-139.86,-0.015
-142.02,-0.0168
-144.18,-0.01675
-146.34,-0.0174
-149.04,-0.02075
-151.2,-0.02085
-153.36,-0.01935
-156.06,-0.01945
-158.22,-0.01685
-160.38,-0.0157
-162.54,-0.0173
-165.24,-0.0182
-167.4,-0.01935
-169.56,-0.02055
-172.26,-0.01955
-174.42,-0.0192
-176.58,-0.0192
-178.74,-0.0199
-180.9,-0.01985
-183.6,-0.01915
-185.76,-0.019
-187.92,-0.02015
-190.08,-0.02025
-192.78,-0.0204
-194.94,-0.02145
-197.1,-0.0215
-199.26,-0.02085
-201.42,-0.0222
-204.12,-0.0215
-206.28,-0.02035
-208.44,-0.02095
-210.6,-0.02115
-213.3,-0.0234
-215.46,-0.02375
-217.62,-0.02165
-219.78,-0.02175
-222.48,-0.0216
-224.64,-0.0225
-226.8,-0.02345
-228.96,-0.0223
-231.12,-0.0217
-233.28,-0.02245
-235.98,-0.0232
-238.14,-0.0239
-240.3,-0.0239
-243,-0.02335
-245.16,-0.0255
-247.32,-0.026
-249.48,-0.0258
-251.64,-0.02445
-253.8,-0.02465
-255.96,-0.0245
-258.66,-0.02615
-260.82,-0.02595
-262.98,-0.0251
-265.14,-0.02545
-267.84,-0.0252
-270,-0.0274
-271.62,-0.02975
