Angle,Torque
0,0
0,0
0,0
0,0
0,0
0,0
-0.54,0
-1.08,0
-1.62,0
-2.16,0
-2.7,0
-3.78,0
-5.4,0
-7.02,0
-8.64,0
-10.8,-0.0032
-12.96,-0.0094
-15.12,-0.01105
-17.28,-0.01175
-19.44,-0.01235
-21.6,-0.01225
-23.76,-0.0138
-25.92,-0.0164
-28.08,-0.01915
-30.24,-0.02245
-32.4,-0.02495
-34.56,-0.02515
-36.72,-0.02445
-38.88,-0.02085
-41.58,-0.0181
-43.74,-0.01495
-45.9,-0.01435
-48.06,-0.01615
-50.76,-0.01605
-52.92,-0.01565
-55.08,-0.01645
-57.24,-0.017
-59.94,-0.0163
-62.1,-0.01565
-64.26,-0.0127
-66.96,-0.0111
-69.12,-0.01225
-71.28,-0.0123
-73.98,-0.01565
-76.14,-0.0175
-78.3,-0.01705
-80.46,-0.01835
-82.62,-0.01845
-85.32,-0.01775
-87.48,-0.01675
-89.64,-0.01695
-91.8,-0.0179
-93.96,-0.01785
-96.12,-0.01855
-98.82,-0.01995
-100.98,-0.02245
-103.14,-0.02285
-105.3,-0.02155
-108,-0.02155
-110.16,-0.0205
-112.32,-0.01925
-114.48,-0.01795
-116.64,-0.01745
-119.34,-0.0177
-121.5,-0.01775
-123.66,-0.01785
-125.82,-0.0186
-128.52,-0.01965
-130.68,-0.01865
-132.84,-0.0166
-135.54,-0.0153
-137.7,-0.0144
-139.86,-0.01625
-142.56,-0.01615
-144.72,-0.01625
-146.88,-0.0195
-149.04,-0.01955
-151.2,-0.0189
-153.9,-0.0201
-156.06,-0.0194
-158.22,-0.01845
-160.38,-0.0196
-162.54,-0.01925
-164.7,-0.02075
-167.4,-0.0209
-169.56,-0.02175
-171.72,-0.02295
-173.88,-0.023
-176.58,-0.02245
-178.74,-0.0234
-180.9,-0.02345
-183.06,-0.02265
-185.22,-0.0236
-187.38,-0.023
-190.08,-0.02135
-192.24,-0.0243
-194.4,-0.02435
-196.56,-0.0224
-199.26,-0.02295
-201.42,-0.02155
-203.58,-0.02285
-205.74,-0.0228
-208.44,-0.0202
-210.6,-0.0223
-212.76,-0.0227
-214.92,-0.0239
-217.08,-0.02605
-219.24,-0.0265
-221.94,-0.0255
-224.1,-0.0276
-226.26,-0.028
-228.42,-0.02815
-230.58,-0.03065
-232.74,-0.0307
-234.9,-0.03055
-237.06,-0.0321
-239.22,-0.03255
-241.92,-0.0323
-244.08,-0.0339
-246.24,-0.03165
-248.4,-0.03425
-250.56,-0.03385
-252.72,-0.0332
-254.88,-0.03345
-257.04,-0.0344
-259.2,-0.034
-261.9,-0.03525
-264.06,-0.0366
-266.22,-0.03585
-268.38,-0.035
