Angle,Torque
0,0
0,0
0,0
0,0
0,0
0,0
-0.54,0
-1.08,0
-1.62,0
-2.16,0
-3.24,0
-4.32,0
-5.4,0
-7.02,0
-8.64,0
-10.8,-0.0049
-12.96,-0.01
-15.12,-0.01195
-17.28,-0.01145
-19.44,-0.0107
-21.6,-0.0136
-23.76,-0.0158
-25.92,-0.01695
-28.08,-0.01885
-30.24,-0.02275
-32.4,-0.0236
-34.56,-0.0241
-36.72,-0.0229
-38.88,-0.019
-41.58,-0.01675
-43.74,-0.0159
-45.9,-0.0161
-48.06,-0.01685
-50.76,-0.01855
-52.92,-0.0213
-55.08,-0.0213
-57.24,-0.0218
-59.4,-0.02185
-61.56,-0.0203
-63.72,-0.01745
-66.42,-0.0175
-68.58,-0.0175
-70.74,-0.01785
-73.44,-0.0197
-75.6,-0.01985
-77.76,-0.02165
-79.92,-0.0216
-82.08,-0.019
-84.24,-0.0189
-86.94,-0.0187
-89.1,-0.0165
-91.26,-0.0198
-93.96,-0.0203
-96.12,-0.02015
-98.28,-0.0202
-100.44,-0.0212
-102.6,-0.021
-105.3,-0.02265
-107.46,-0.02245
-109.62,-0.02055
-111.78,-0.0217
-113.94,-0.02175
-116.64,-0.02045
-118.8,-0.02225
-120.96,-0.02335
-123.12,-0.02345
-125.82,-0.0228
-127.98,-0.02265
-130.14,-0.02275
-132.3,-0.02345
-134.46,-0.0221
-137.16,-0.0217
-139.32,-0.0233
-141.48,-0.02325
-144.18,-0.0232
-145.8,-0.02255
-148.5,-0.0251
-150.66,-0.0269
-152.82,-0.02695
-154.98,-0.0244
-157.14,-0.02575
-159.84,-0.02575
-162,-0.02365
-164.16,-0.0247
-166.32,-0.0243
-169.02,-0.0254
-171.18,-0.02595
-173.34,-0.0254
-175.5,-0.0244
-177.66,-0.0238
-179.82,-0.0236
-182.52,-0.027
-184.68,-0.0272
-186.84,-0.0244
-189.54,-0.0233
-191.7,-0.0211
-194.4,-0.0201
-196.56,-0.02245
-198.72,-0.0226
-200.88,-0.01955
-203.58,-0.021
-205.74,-0.021
-207.9,-0.02125
-210.6,-0.02305
-212.76,-0.02315
-214.92,-0.023
-217.08,-0.02335
-219.78,-0.0221
-221.94,-0.02345
-224.1,-0.0248
-226.26,-0.0238
-228.96,-0.0252
-231.12,-0.02515
-233.28,-0.0245
-235.44,-0.02435
-237.6,-0.02425
-240.3,-0.0249
-242.46,-0.02555
-244.62,-0.024
-246.78,-0.02375
-248.94,-0.0262
-251.64,-0.0262
-253.8,-0.0269
-255.96,-0.02835
-258.12,-0.0299
-260.82,-0.0301
-262.98,-0.0295
-265.14,-0.02885
-266.76,-0.032
-269.46,-0.0326
